,Name,Duration,Mg,+/-,Al,+/-.1,Si,+/-.2,P,+/-.3,S,+/-.4,Cl,+/-.5,Ar,+/-.6,K,+/-.7,Ca,+/-.8,Sc,+/-.9,Ti,+/-.10,V,+/-.11,Cr,+/-.12,Mn,+/-.13,Fe,+/-.14,Co,+/-.15,Ni,+/-.16,Cu,+/-.17,Zn,+/-.18,Ga,+/-.19,Ge,+/-.20,As,+/-.21,Se,+/-.22,Br,+/-.23,Kr,+/-.24,Rb,+/-.25,Sr,+/-.26,Y,+/-.27,Zr,+/-.28,Nb,+/-.29,Mo,+/-.30,Tc,+/-.31,Ru,+/-.32,Rh,+/-.33,Pd,+/-.34,Ag,+/-.35,Cd,+/-.36,In,+/-.37,Sn,+/-.38,Sb,+/-.39,Te,+/-.40,I,+/-.41,Xe,+/-.42,Cs,+/-.43,Ba,+/-.44,La,+/-.45,Ce,+/-.46,Pr,+/-.47,Nd,+/-.48,Pm,+/-.49,Sm,+/-.50,Eu,+/-.51,Gd,+/-.52,Tb,+/-.53,Dy,+/-.54,Ho,+/-.55,Er,+/-.56,Tm,+/-.57,Yb,+/-.58,Lu,+/-.59,Hf,+/-.60,Ta,+/-.61,W,+/-.62,Re,+/-.63,Os,+/-.64,Ir,+/-.65,Pt,+/-.66,Au,+/-.67,Hg,+/-.68,Tl,+/-.69,Pb,+/-.70,Bi,+/-.71,Po,+/-.72,At,+/-.73,Rn,+/-.74,Fr,+/-.75,Ra,+/-.76,Ac,+/-.77,Th,+/-.78,Pa,+/-.79,U,+/-.80
320,GUARDA257,60.533,,,26.7111,0.2728,1.6991,0.059,32.3825,0.1216,0.1536,0.0164,1.1077,0.0206,,,,,0.0885,0.0053,,,0.1175,0.0035,0.0849,0.0104,0.4834,0.0121,,,0.7442,0.0091,,,,,,,,,,,,,0.013,0.0005,,,,,,,,,,,,,0.0057,0.0006,,,,,,,,,,,,,,,,,,,0.0125,0.003,0.0117,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0087,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,GUARDA258,60.501,,,21.9636,0.2805,2.2029,0.0669,30.637,0.1256,0.237,0.0173,1.3504,0.0227,,,,,0.1066,0.0063,,,0.4133,0.0054,0.1666,0.0284,0.5728,0.0138,,,6.6687,0.0287,,,,,,,,,,,,,0.0161,0.0028,,,,,,,,,0.0026,0.0006,,,0.0246,0.0008,,,,,,,,,,,,,,,,,,,0.0138,0.0039,0.0161,0.0043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0167,0.0024,,,,,,,,,,,,,,,0.0038,0.0011,,,,,,,,,,,,,,,,,,,,,,
322,GUARDA259,60.5,,,25.4775,0.2879,0.9495,0.0558,32.1754,0.1266,0.2114,0.0172,1.45,0.0231,,,,,0.1429,0.0065,,,0.2442,0.0046,0.1191,0.0243,0.8973,0.0168,,,2.6549,0.0181,,,,,,,,,,,,,0.0651,0.0011,,,,,,,,,,,,,0.0174,0.0007,,,,,,,,,,,,,,,,,,,0.0116,0.0034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0216,0.0023,,,,,,,,,,,,,,,0.0044,0.001,,,,,,,,,,,,,,,,,,,,,,
323,GUARDA260,60.501,,,27.788,0.2911,0.4183,0.0535,34.306,0.1306,,,0.9226,0.0219,,,,,0.0485,0.0053,,,0.0491,0.0033,0.0591,0.0112,0.4437,0.0125,,,0.3173,0.0064,,,,,,,,,,,,,0.0163,0.0006,,,,,,,,,,,,,0.0035,0.0006,,,,,,,,,,,,,,,,,,,0.0102,0.0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0087,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,GUARDA261,60.53,,,25.0506,0.3149,1.6273,0.0648,32.2145,0.1408,0.5622,0.0199,2.1946,0.0289,,,,,0.2157,0.0087,,,0.2617,0.0054,0.2031,0.0352,0.4699,0.0152,,,1.7104,0.0164,,,,,,,,,,,,,0.0145,0.0027,,,,,,,,,,,,,0.0161,0.0008,,,0.0114,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0297,0.0029,,,,,,,,,,,,,,,0.0057,0.0011,,,,,,,,,,,,,,,,,,,,,,
325,GUARDA262,60.501,,,26.7403,0.2712,1.0738,0.0524,32.3308,0.1191,0.1824,0.0153,1.1998,0.02,,,,,0.0953,0.0055,,,0.1109,0.0034,,,0.3645,0.0105,,,1.8248,0.0138,,,,,,,,,,,,,0.0235,0.0027,,,,,,,,,0.0022,0.0005,,,0.0102,0.0006,,,,,,,,,,,,,,,,,,,0.0119,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0117,0.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,GUARDA263,60.5,,,25.3602,0.2304,1.6441,0.0455,34.1972,0.1071,0.1337,0.0112,0.7588,0.0151,,,,,0.1092,0.0048,,,0.3242,0.004,0.1398,0.0216,0.4859,0.0103,,,1.2613,0.0103,,,,,,,,,,,,,0.003,0.001,,,,,,,,,,,,,0.0201,0.0006,,,0.0053,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.0014,,,,,,,,,,,,,,,0.0036,0.0007,,,,,,,,,,,,,,,,,,,,,,
327,GUARDA264,60.532,,,22.6005,0.2503,8.0748,0.0961,25.4422,0.1083,0.4257,0.0148,1.2639,0.0187,,,,,0.1119,0.0054,,,0.1559,0.0035,,,0.2126,0.0084,,,1.5549,0.0125,,,,,,,,,,,,,0.0062,0.0014,,,,,,,,,,,,,0.01,0.0005,,,,,,,,,,,,,,,,,,,0.0081,0.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0118,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,GUARDA265,60.501,,,23.6498,0.3273,2.092,0.0741,31.3728,0.1461,0.4721,0.0209,2.1624,0.0306,,,,,0.1747,0.0083,,,0.2165,0.0054,,,0.2226,0.0111,,,4.1243,0.0259,,,,,,,,,,,,,0.0352,0.001,,,,,,,,,0.0069,0.0008,,,0.0129,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0144,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,GUARDA266,60.5,,,26.9211,0.264,1.0179,0.0519,33.271,0.117,0.1918,0.015,1.0194,0.0183,,,,,0.0821,0.0052,,,0.2092,0.0039,0.0828,0.0197,0.7225,0.0141,,,0.5711,0.0078,,,,,,,,,,,,,0.0173,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0191,0.0017,,,,,,,,,,,,,,,0.0048,0.0008,,,,,,,,,,,,,,,,,,,,,,
330,GUARDA267,60.501,,,26.0448,0.3839,0.8181,0.0911,34.847,0.1706,0.1878,0.0292,2.3057,0.0389,,,,,0.1109,0.0094,,,0.1336,0.0057,,,0.3394,0.0154,,,0.58,0.0112,,,,,,,,,,,,,0.0133,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0179,0.0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0159,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,GUARDA268,60.501,,,25.6555,0.2732,1.2921,0.0545,31.8839,0.1204,0.329,0.0166,1.4434,0.0215,,,,,0.2325,0.0071,,,0.113,0.0037,0.1035,0.0217,0.521,0.0128,,,2.5334,0.0168,,,,,,,,,,,,,0.0186,0.0027,,,,,,,,,0.0142,0.0006,,,0.0027,0.0006,,,0.0112,0.0008,,,,,,,,,,,,,,,0.012,0.0033,0.0163,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0165,0.0019,,,,,,,,,,,,,,,0.0033,0.0009,,,,,,,,,,,,,,,,,,,,,,
332,GUARDA269,60.5,,,22.3125,0.2904,4.6482,0.0911,31.9497,0.1368,0.2595,0.0192,1.7714,0.027,,,,,0.265,0.0086,,,0.0395,0.0039,0.1172,0.0138,0.4421,0.0135,,,1.8608,0.0163,,,,,0.0082,0.0012,,,,,,,0.0059,0.0019,,,,,,,,,,,,,0.0055,0.0008,,,0.0064,0.0009,,,,,,,,,0.0202,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,GUARDA270,60.5,,,24.2801,0.2868,2.1689,0.0682,32.2091,0.1292,0.2743,0.018,1.4964,0.0237,,,,,0.1517,0.0068,,,0.337,0.0052,0.1133,0.0255,0.4401,0.0127,,,2.7031,0.0185,,,,,,,,,,,,,0.0084,0.002,,,,,,,,,,,,,0.0118,0.0007,,,,,,,,,,,,,0.0224,0.0026,0.0101,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0224,0.0025,,,,,,,,,,,,,,,0.0033,0.0009,,,,,,,,,,,,,,,,,,,,,,
334,GUARDA271,60.5,,,26.4391,0.2585,0.9358,0.0495,34.0006,0.1174,0.202,0.0161,1.0534,0.0194,,,,,0.1441,0.0057,,,0.4033,0.0049,0.0625,0.019,0.4361,0.0112,,,0.8129,0.0091,,,,,,,,,,,,,0.0188,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0106,0.0028,0.0096,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0138,0.0016,,,,,,,,,,,,,,,0.0047,0.0008,,,,,,,,,,,,,,,,,,,,,,
335,GUARDA272,60.501,,,26.4873,0.2776,0.8819,0.0513,34.6737,0.1277,0.1613,0.0162,1.1981,0.0212,,,,,0.0698,0.0054,,,0.0986,0.0035,0.0817,0.0201,0.6305,0.0139,,,0.4964,0.0077,,,,,,,,,,,,,0.0083,0.0017,,,,,,,,,,,,,0.0037,0.0006,,,,,,,,,,,,,,,,,,,0.0103,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.0016,,,,,,,,,,,,,,,0.0023,0.0008,,,,,,,,,,,,,,,,,,,,,,
336,GUARDA273,60.534,,,26.9555,0.3057,0.9316,0.0608,32.8707,0.1348,0.2949,0.02,1.702,0.0264,,,,,0.1433,0.007,,,0.1823,0.0045,0.0916,0.0233,0.3732,0.0123,,,0.6804,0.0098,,,,,0.0029,0.001,,,,,,,0.0134,0.0024,,,,,,,,,,,,,0.0137,0.0007,,,,,,,,,,,,,,,,,,,,,0.0111,0.0036,,,,,,,,,0.0331,0.0109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0136,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,GUARDA274,60.566,,,26.6333,0.2751,1.6162,0.0574,32.2622,0.1219,0.3063,0.0162,1.4759,0.0218,,,,,0.2404,0.0072,,,0.0893,0.0035,0.1803,0.0131,0.5801,0.0136,,,0.4072,0.0069,0.0051,0.0013,,,,,,,,,,,0.0074,0.0005,,,,,,,,,,,,,,,,,0.0088,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0107,0.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,GUARDA275,60.501,,,22.3923,0.2888,7.3405,0.108,27.4112,0.1285,0.3659,0.0187,1.871,0.0264,,,,,0.2025,0.0077,,,0.1771,0.0046,0.1064,0.0248,0.6157,0.0151,,,0.5085,0.0085,,,,,,,,,,,,,0.0131,0.0006,,,,,,,,,0.0018,0.0005,,,0.0072,0.0006,,,0.0069,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0087,0.0017,,,,,,,,,,,,,,,0.0025,0.0008,,,,,,,,,,,,,,,,,,,,,,
339,GUARDA276,60.5,,,25.8583,0.3872,1.9825,0.0933,30.3507,0.1668,0.3665,0.0282,2.9019,0.0422,,,,,0.248,0.0108,,,0.1287,0.0059,0.1104,0.0315,0.2511,0.0136,,,1.5304,0.0184,,,,,,,,,,,,,0.0131,0.0032,,,,,,,,,,,,,0.0081,0.001,,,0.0052,0.0012,,,,,,,,,,,,,,,0.0185,0.0053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,GUARDA277,60.5,,,24.2218,0.3111,2.8828,0.0785,31.7136,0.1405,0.3729,0.0188,1.9763,0.028,,,,,0.1858,0.0081,,,0.2989,0.0056,,,0.5872,0.016,,,1.664,0.0161,,,,,,,,,,,,,0.0078,0.0021,,,,,,,,,,,,,0.0292,0.0009,,,,,,,,,,,,,0.0211,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0132,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,GUARDA278,60.5,,,26.7688,0.3088,1.0184,0.0618,33.051,0.1373,0.1986,0.0195,1.711,0.027,,,,,0.1397,0.007,,,0.1402,0.0043,,,0.2594,0.0108,,,1.0483,0.012,,,,,,,,,,,,,0.0114,0.0006,,,,,,,,,,,,,0.0035,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0121,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,GUARDA279,60.5,,,27.3592,0.2768,1.1386,0.0543,32.7041,0.1221,0.1981,0.0163,1.2618,0.0211,,,,,0.1286,0.006,,,0.114,0.0035,0.0532,0.0165,0.2208,0.0089,,,0.649,0.0085,,,,,,,,,,,,,0.0083,0.0017,,,,,,,,,,,,,0.005,0.0006,,,,,,,,,,,,,,,0.0067,0.0022,,,0.0105,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0076,0.0016,,,,,,,,,,,,,,,0.0021,0.0007,,,,,,,,,,,,,,,,,,,,,,
343,GUARDA280,60.501,,,26.0536,0.3038,2.2893,0.0702,31.1709,0.133,0.4837,0.0191,1.8358,0.0259,,,,,0.2271,0.0078,,,0.0635,0.0038,0.0893,0.0115,0.8369,0.0172,,,0.4349,0.0079,,,,,,,,,,,,,0.0292,0.0008,,,,,,,,,0.0026,0.0006,,,0.0035,0.0006,,,0.0055,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0111,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,GUARDA281,60.5,,,27.1772,0.3257,1.7804,0.0808,31.3554,0.1387,0.0965,0.0218,1.3186,0.0264,,,,,0.079,0.0064,,,0.1373,0.0042,,,0.2432,0.0106,,,0.9614,0.0116,,,,,,,,,,,,,0.0116,0.0023,,,,,,,,,,,,,0.01,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,GUARDA282,60.531,,,25.0979,0.3537,1.2635,0.0758,30.1568,0.1486,0.3546,0.0227,2.3662,0.0335,,,,,0.1833,0.0085,,,0.0981,0.0048,,,0.5237,0.0158,,,3.9279,0.0258,,,,,0.175,0.0036,,,,,,,0.0621,0.0013,,,,,,,,,,,,,0.0145,0.0009,,,,,,,,,,,,,,,,,,,0.0189,0.0042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,GUARDA283,60.501,,,24.6127,0.315,4.1279,0.0936,28.7291,0.1348,0.2986,0.0207,1.8209,0.028,,,,,0.2848,0.0087,,,0.2745,0.0053,,,0.3753,0.0136,,,1.6926,0.0157,,,,,,,,,,,,,0.0172,0.0029,,,,,,,,,0.011,0.0007,,,0.0098,0.0008,,,,,,,,,,,,,,,,,,,0.015,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0218,0.0025,,,,,,,,,,,,,,,0.0031,0.0009,,,,,,,,,,,,,,,,,,,,,,
347,GUARDA284,60.5,,,26.8731,0.3532,0.6511,0.0701,32.6303,0.1532,0.2767,0.0234,1.8072,0.0311,,,,,0.0891,0.0075,,,0.1145,0.0047,0.0894,0.0264,0.2561,0.0126,,,1.5929,0.0165,,,,,,,,,,,,,0.0108,0.0025,0.0033,0.0006,,,,,,,,,,,0.0078,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,GUARDA285,60.533,,,26.5518,0.2986,1.2913,0.0582,32.5261,0.1319,0.4314,0.0177,1.7984,0.0248,,,,,0.1511,0.0071,,,0.0648,0.0036,0.1304,0.0118,0.8195,0.0165,,,0.4248,0.0076,,,,,,,,,,,,,0.0066,0.0005,,,,,,,,,,,,,,,,,0.0061,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0173,0.002,,,,,,,,,,,,,,,0.0031,0.0009,,,,,,,,,,,,,,,,,,,,,,
